Sample,clade,Nextclade_pango,partiallyAliased,clade_nextstrain,clade_who,qc.mixedSites.totalMixedSites,coverage
Nanopore NGS|252410644|1038719,24A,LB.1.3.1,BA.2.86.1.1.9.2.1.3.1,24A,Omicron,0,0.931946627428686
